task_id,name,type,criticality,exec_time,actual_duration,deadline,release_time,mem_io_penalty,data_ready_cycle,wait_cycles,slack_time,cluster_id,assigned_chiplet,assigned_core,replica_core,start_cycle,finish_cycle,state
769,anneal_i11_e0,COMPUTE_HEAVY,MEDIUM,9268,9268,100000,0,0,128800,2836,-1,2724,1,1,-1,131578,140846,COMPLETED
770,anneal_i11_e1,COMPUTE_HEAVY,MEDIUM,3845,3845,100000,0,0,186563,50,-1,2561,6,0,-1,186563,190408,COMPLETED
771,anneal_i11_e2,COMPUTE_HEAVY,MEDIUM,5433,5433,100000,0,0,172892,3835,-1,1682,2,0,-1,176674,182107,COMPLETED
772,anneal_i11_e3,COMPUTE_HEAVY,MEDIUM,2414,2414,100000,0,0,189714,870,-1,2522,2,1,-1,190545,192959,COMPLETED
773,anneal_i11_e4,COMPUTE_HEAVY,MEDIUM,4617,4617,100000,0,0,173932,859,-1,2209,4,3,-1,174732,179349,COMPLETED
774,anneal_i11_e5,COMPUTE_HEAVY,MEDIUM,4287,4287,100000,0,0,151513,14834,-1,2213,1,2,-1,166298,170585,COMPLETED
775,anneal_i11_e6,COMPUTE_HEAVY,MEDIUM,6642,6642,100000,0,0,185537,4714,-1,1496,5,0,-1,190199,196841,COMPLETED
776,anneal_i11_e7,COMPUTE_HEAVY,MEDIUM,3759,3759,100000,0,0,183898,2077,-1,2586,3,0,-1,185916,189675,COMPLETED
777,anneal_i11_e8,COMPUTE_HEAVY,MEDIUM,8457,8457,100000,0,0,184888,4320,-1,8,1,1,-1,189157,197614,COMPLETED
778,anneal_i11_e9,COMPUTE_HEAVY,MEDIUM,1279,1279,100000,0,0,175184,14543,-1,945,0,1,-1,189675,190954,COMPLETED
779,anneal_i11_e10,COMPUTE_HEAVY,MEDIUM,3295,3295,100000,0,0,94026,9307,-1,1873,4,1,-1,103275,106570,COMPLETED
780,anneal_i11_e11,COMPUTE_HEAVY,MEDIUM,3707,3707,100000,0,0,178395,13688,-1,2688,0,1,-1,192028,195735,COMPLETED
781,anneal_i11_e12,COMPUTE_HEAVY,MEDIUM,2628,2628,100000,0,0,179646,39,-1,1320,4,3,-1,179646,182274,COMPLETED
782,anneal_i11_e13,COMPUTE_HEAVY,MEDIUM,9009,9009,100000,0,0,190240,41,-1,2558,3,0,-1,190240,199249,COMPLETED
783,anneal_i11_e14,COMPUTE_HEAVY,MEDIUM,8382,8382,100000,0,0,180338,4664,-1,2537,3,1,-1,184946,193328,COMPLETED
784,anneal_i11_e15,COMPUTE_HEAVY,MEDIUM,1022,1022,100000,0,0,95420,1455,-1,1683,3,2,-1,96821,97843,COMPLETED
785,anneal_i11_e16,COMPUTE_HEAVY,MEDIUM,8767,8767,100000,0,0,189713,747,-1,2505,6,3,-1,190422,199189,COMPLETED
786,anneal_i11_e17,COMPUTE_HEAVY,MEDIUM,2816,2816,100000,0,0,173918,12640,-1,2212,0,3,-1,186513,189329,COMPLETED
787,anneal_i11_e18,COMPUTE_HEAVY,MEDIUM,3776,3776,100000,0,0,191511,2874,-1,2197,6,2,-1,194332,198108,COMPLETED
788,anneal_i11_e19,COMPUTE_HEAVY,MEDIUM,9675,9675,100000,0,0,185567,4836,-1,565,5,2,-1,190358,200033,COMPLETED
789,anneal_i11_e20,COMPUTE_HEAVY,MEDIUM,4147,4147,100000,0,0,139965,58,-1,1497,6,1,-1,139965,144112,COMPLETED
790,anneal_i11_e21,COMPUTE_HEAVY,MEDIUM,1184,1184,100000,0,0,184891,11445,-1,2625,0,0,-1,196282,197466,COMPLETED
791,anneal_i11_e22,COMPUTE_HEAVY,MEDIUM,3269,3269,100000,0,0,175190,5736,-1,2651,5,3,-1,180868,184137,COMPLETED
792,anneal_i11_e23,COMPUTE_HEAVY,MEDIUM,8037,8037,100000,0,0,168375,55,-1,2649,3,1,-1,168375,176412,COMPLETED
793,anneal_i11_e24,COMPUTE_HEAVY,MEDIUM,6780,6780,100000,0,0,178398,1828,-1,381,3,3,-1,180168,186948,COMPLETED
794,anneal_i11_e25,COMPUTE_HEAVY,MEDIUM,5478,5478,100000,0,0,94474,9040,-1,1320,4,3,-1,103474,108952,COMPLETED
795,anneal_i11_e26,COMPUTE_HEAVY,MEDIUM,1299,1299,100000,0,0,182952,11453,-1,6909,0,3,-1,194358,195657,COMPLETED
796,anneal_i11_e27,COMPUTE_HEAVY,MEDIUM,8766,8766,100000,0,0,180341,1825,-1,758,2,0,-1,182107,190873,COMPLETED
797,anneal_i11_e28,COMPUTE_HEAVY,MEDIUM,2258,2258,100000,0,0,187957,378,-1,2519,6,2,-1,188290,190548,COMPLETED
798,anneal_i11_e29,COMPUTE_HEAVY,MEDIUM,5010,5010,100000,0,0,176772,7404,-1,2504,5,3,-1,184137,189147,COMPLETED
799,anneal_i11_e30,COMPUTE_HEAVY,MEDIUM,8969,8969,100000,0,0,109807,4928,-1,1130,3,3,-1,114695,123664,COMPLETED
800,anneal_i11_e31,COMPUTE_HEAVY,MEDIUM,3670,3670,100000,0,0,191498,5383,-1,2196,5,0,-1,196841,200511,COMPLETED
801,anneal_i11_e32,COMPUTE_HEAVY,MEDIUM,8602,8602,100000,0,0,185569,13044,-1,2198,0,3,-1,198566,207168,COMPLETED
802,anneal_i11_e33,COMPUTE_HEAVY,MEDIUM,6210,6210,100000,0,0,189296,8369,-1,2612,1,1,-1,197614,203824,COMPLETED
803,anneal_i11_e34,COMPUTE_HEAVY,MEDIUM,3619,3619,100000,0,0,184878,41,-1,2636,4,1,-1,184878,188497,COMPLETED
804,anneal_i11_e35,COMPUTE_HEAVY,MEDIUM,6435,6435,100000,0,0,128850,4214,-1,946,1,2,-1,133027,139462,COMPLETED
805,anneal_i11_e36,COMPUTE_HEAVY,MEDIUM,4047,4047,100000,0,0,168362,85,-1,2678,4,0,-1,168405,172452,COMPLETED
806,anneal_i11_e37,COMPUTE_HEAVY,MEDIUM,8235,8235,100000,0,0,176711,37,-1,381,3,1,-1,176711,184946,COMPLETED
807,anneal_i11_e38,COMPUTE_HEAVY,MEDIUM,3751,3751,100000,0,0,186770,77,-1,2725,2,1,-1,186794,190545,COMPLETED
808,anneal_i11_e39,COMPUTE_HEAVY,MEDIUM,5373,5373,100000,0,0,190255,2649,-1,2537,3,2,-1,192848,198221,COMPLETED
809,anneal_i11_e40,COMPUTE_HEAVY,MEDIUM,8123,8123,100000,0,0,111548,1313,-1,758,2,1,-1,112817,120940,COMPLETED
810,anneal_i11_e41,COMPUTE_HEAVY,MEDIUM,5250,5250,100000,0,0,186836,42,-1,2519,6,1,-1,186836,192086,COMPLETED
811,anneal_i11_e42,COMPUTE_HEAVY,MEDIUM,4683,4683,100000,0,0,174748,14541,-1,2506,0,2,-1,189245,193928,COMPLETED
812,anneal_i11_e43,COMPUTE_HEAVY,MEDIUM,7297,7297,100000,0,0,189210,7249,-1,2213,1,3,-1,196406,203703,COMPLETED
813,anneal_i11_e44,COMPUTE_HEAVY,MEDIUM,4696,4696,100000,0,0,185570,5936,-1,2199,1,2,-1,191458,196154,COMPLETED
814,anneal_i11_e45,COMPUTE_HEAVY,MEDIUM,7498,7498,100000,0,0,108722,3741,-1,566,6,3,-1,112426,119924,COMPLETED
815,anneal_i11_e46,COMPUTE_HEAVY,MEDIUM,5145,5145,100000,0,0,189304,9975,-1,2597,0,2,-1,199220,204365,COMPLETED
816,anneal_i11_e47,COMPUTE_HEAVY,MEDIUM,3156,3156,100000,0,0,174731,4052,-1,9,2,3,-1,178733,181889,COMPLETED
817,anneal_i11_e48,COMPUTE_HEAVY,MEDIUM,4156,4156,100000,0,0,175190,880,-1,1872,3,3,-1,176012,180168,COMPLETED
818,anneal_i11_e49,COMPUTE_HEAVY,MEDIUM,3642,3642,100000,0,0,178398,3549,-1,380,2,3,-1,181889,185531,COMPLETED
819,anneal_i11_e50,COMPUTE_HEAVY,MEDIUM,7815,7815,100000,0,0,127525,41,-1,382,4,3,-1,127525,135340,COMPLETED
820,anneal_i11_e51,COMPUTE_HEAVY,MEDIUM,2427,2427,100000,0,0,134877,5882,-1,2705,3,0,-1,140711,143138,COMPLETED
821,anneal_i11_e52,COMPUTE_HEAVY,MEDIUM,1624,1624,100000,0,0,190235,349,-1,2561,6,2,-1,190548,192172,COMPLETED
822,anneal_i11_e53,COMPUTE_HEAVY,MEDIUM,1074,1074,100000,0,0,177080,13921,-1,6908,0,1,-1,190954,192028,COMPLETED
823,anneal_i11_e54,COMPUTE_HEAVY,MEDIUM,3431,3431,100000,0,0,189712,5521,-1,2504,5,1,-1,195196,198627,COMPLETED
824,anneal_i11_e55,COMPUTE_HEAVY,MEDIUM,9947,9947,100000,0,0,100195,2730,-1,198,2,1,-1,102870,112817,COMPLETED
825,anneal_i11_e56,COMPUTE_HEAVY,MEDIUM,6908,6908,100000,0,0,164464,10260,-1,2213,1,0,-1,174681,181589,COMPLETED
826,anneal_i11_e57,COMPUTE_HEAVY,MEDIUM,2909,2909,100000,0,0,185523,11981,-1,2198,0,0,-1,197466,200375,COMPLETED
827,anneal_i11_e58,COMPUTE_HEAVY,MEDIUM,6528,6528,100000,0,0,183894,55,-1,1497,6,3,-1,183894,190422,COMPLETED
828,anneal_i11_e59,COMPUTE_HEAVY,MEDIUM,6564,6564,100000,0,0,189296,11130,-1,2611,0,0,-1,200375,206939,COMPLETED
829,anneal_i11_e60,COMPUTE_HEAVY,MEDIUM,2821,2821,100000,0,0,86700,975,-1,10,3,2,-1,87636,90457,COMPLETED
830,anneal_i11_e61,COMPUTE_HEAVY,MEDIUM,8695,8695,100000,0,0,135429,14840,-1,1874,5,3,-1,150232,158927,COMPLETED
831,anneal_i11_e62,COMPUTE_HEAVY,MEDIUM,9959,9959,100000,0,0,178382,4549,-1,2677,3,2,-1,182889,192848,COMPLETED
832,anneal_i11_e63,COMPUTE_HEAVY,MEDIUM,2638,2638,100000,0,0,179651,967,-1,2706,4,0,-1,180574,183212,COMPLETED
833,anneal_i12_e0,COMPUTE_HEAVY,MEDIUM,6574,6574,100000,0,0,140900,9618,-1,2724,1,3,-1,150464,157038,COMPLETED
834,anneal_i12_e1,COMPUTE_HEAVY,MEDIUM,9611,9611,100000,0,0,193375,4288,-1,2537,3,1,-1,197616,207227,COMPLETED
835,anneal_i12_e2,COMPUTE_HEAVY,MEDIUM,2160,2160,100000,0,0,190591,1624,-1,2540,6,2,-1,192172,194332,COMPLETED
836,anneal_i12_e3,COMPUTE_HEAVY,MEDIUM,8033,8033,100000,0,0,199240,6738,-1,2504,5,1,-1,205927,213960,COMPLETED
837,anneal_i12_e4,COMPUTE_HEAVY,MEDIUM,7904,7904,100000,0,0,203748,4162,-1,1130,3,0,-1,207865,215769,COMPLETED
838,anneal_i12_e5,COMPUTE_HEAVY,MEDIUM,5820,5820,100000,0,0,170627,1867,-1,2216,4,0,-1,172452,178272,COMPLETED
839,anneal_i12_e6,COMPUTE_HEAVY,MEDIUM,1755,1755,100000,0,0,200069,3959,-1,2593,3,0,-1,203992,205747,COMPLETED
840,anneal_i12_e7,COMPUTE_HEAVY,MEDIUM,6931,6931,100000,0,0,203863,7882,-1,2586,3,2,-1,211706,218637,COMPLETED
841,anneal_i12_e8,COMPUTE_HEAVY,MEDIUM,7833,7833,100000,0,0,197668,54,-1,9,2,3,-1,197668,205501,COMPLETED
842,anneal_i12_e9,COMPUTE_HEAVY,MEDIUM,5011,5011,100000,0,0,191004,5649,-1,1874,5,3,-1,196603,201614,COMPLETED
843,anneal_i12_e10,COMPUTE_HEAVY,MEDIUM,7634,7634,100000,0,0,106620,9788,-1,1873,4,1,-1,116358,123992,COMPLETED
844,anneal_i12_e11,COMPUTE_HEAVY,MEDIUM,3691,3691,100000,0,0,195790,3514,-1,381,3,0,-1,199249,202940,COMPLETED
845,anneal_i12_e12,COMPUTE_HEAVY,MEDIUM,3194,3194,100000,0,0,190598,53,-1,1320,4,2,-1,190598,193792,COMPLETED
846,anneal_i12_e13,COMPUTE_HEAVY,MEDIUM,7540,7540,100000,0,0,199293,2885,-1,2558,3,3,-1,202134,209674,COMPLETED
847,anneal_i12_e14,COMPUTE_HEAVY,MEDIUM,7026,7026,100000,0,0,193382,54,-1,758,2,0,-1,193382,200408,COMPLETED
848,anneal_i12_e15,COMPUTE_HEAVY,MEDIUM,5452,5452,100000,0,0,97897,122,-1,1683,3,3,-1,97965,103417,COMPLETED
849,anneal_i12_e16,COMPUTE_HEAVY,MEDIUM,3198,3198,100000,0,0,199235,8718,-1,2507,1,0,-1,207907,211105,COMPLETED
850,anneal_i12_e17,COMPUTE_HEAVY,MEDIUM,2731,2731,100000,0,0,203758,5971,-1,1130,3,3,-1,209674,212405,COMPLETED
851,anneal_i12_e18,COMPUTE_HEAVY,MEDIUM,4778,4778,100000,0,0,200552,2011,-1,2197,6,3,-1,202522,207300,COMPLETED
852,anneal_i12_e19,COMPUTE_HEAVY,MEDIUM,6471,6471,100000,0,0,207217,132,-1,566,6,3,-1,207300,213771,COMPLETED
853,anneal_i12_e20,COMPUTE_HEAVY,MEDIUM,3707,3707,100000,0,0,144151,8167,-1,1498,0,0,-1,152279,155986,COMPLETED
854,anneal_i12_e21,COMPUTE_HEAVY,MEDIUM,8629,8629,100000,0,0,197523,9473,-1,2625,0,0,-1,206939,215568,COMPLETED
855,anneal_i12_e22,COMPUTE_HEAVY,MEDIUM,1836,1836,100000,0,0,184187,2811,-1,1872,3,3,-1,186948,188784,COMPLETED
856,anneal_i12_e23,COMPUTE_HEAVY,MEDIUM,6053,6053,100000,0,0,192895,3233,-1,2677,3,3,-1,196081,202134,COMPLETED
857,anneal_i12_e24,COMPUTE_HEAVY,MEDIUM,4835,4835,100000,0,0,187007,1549,-1,382,4,1,-1,188497,193332,COMPLETED
858,anneal_i12_e25,COMPUTE_HEAVY,MEDIUM,3726,3726,100000,0,0,108991,9404,-1,6872,4,2,-1,118356,122082,COMPLETED
859,anneal_i12_e26,COMPUTE_HEAVY,MEDIUM,3468,3468,100000,0,0,198259,8947,-1,6910,0,3,-1,207168,210636,COMPLETED
860,anneal_i12_e27,COMPUTE_HEAVY,MEDIUM,7300,7300,100000,0,0,192067,6599,-1,2539,5,1,-1,198627,205927,COMPLETED
861,anneal_i12_e28,COMPUTE_HEAVY,MEDIUM,6197,6197,100000,0,0,198684,57,-1,2522,2,2,-1,198684,204881,COMPLETED
862,anneal_i12_e29,COMPUTE_HEAVY,MEDIUM,2009,2009,100000,0,0,193984,56,-1,198,2,2,-1,193984,195993,COMPLETED
863,anneal_i12_e30,COMPUTE_HEAVY,MEDIUM,6518,6518,100000,0,0,123718,8775,-1,1130,3,0,-1,132439,138957,COMPLETED
864,anneal_i12_e31,COMPUTE_HEAVY,MEDIUM,3103,3103,100000,0,0,200556,10594,-1,2199,1,0,-1,211105,214208,COMPLETED
865,anneal_i12_e32,COMPUTE_HEAVY,MEDIUM,4400,4400,100000,0,0,207208,2189,-1,566,6,2,-1,209357,213757,COMPLETED
866,anneal_i12_e33,COMPUTE_HEAVY,MEDIUM,2589,2589,100000,0,0,206988,7211,-1,2597,0,2,-1,214150,216739,COMPLETED
867,anneal_i12_e34,COMPUTE_HEAVY,MEDIUM,6923,6923,100000,0,0,190990,2378,-1,2636,4,1,-1,193332,200255,COMPLETED
868,anneal_i12_e35,COMPUTE_HEAVY,MEDIUM,7493,7493,100000,0,0,139511,7178,-1,946,1,2,-1,146640,154133,COMPLETED
869,anneal_i12_e36,COMPUTE_HEAVY,MEDIUM,7515,7515,100000,0,0,185576,45,-1,2678,4,3,-1,185576,193091,COMPLETED
870,anneal_i12_e37,COMPUTE_HEAVY,MEDIUM,9097,9097,100000,0,0,184986,40,-1,382,4,0,-1,184986,194083,COMPLETED
871,anneal_i12_e38,COMPUTE_HEAVY,MEDIUM,1052,1052,100000,0,0,199308,3691,-1,2558,3,0,-1,202940,203992,COMPLETED
872,anneal_i12_e39,COMPUTE_HEAVY,MEDIUM,2300,2300,100000,0,0,198267,968,-1,2561,6,3,-1,199189,201489,COMPLETED
873,anneal_i12_e40,COMPUTE_HEAVY,MEDIUM,2068,2068,100000,0,0,120999,3850,-1,759,3,1,-1,124790,126858,COMPLETED
874,anneal_i12_e41,COMPUTE_HEAVY,MEDIUM,1228,1228,100000,0,0,198663,8052,-1,2521,1,0,-1,206679,207907,COMPLETED
875,anneal_i12_e42,COMPUTE_HEAVY,MEDIUM,4070,4070,100000,0,0,193987,59,-1,198,2,1,-1,193987,198057,COMPLETED
876,anneal_i12_e43,COMPUTE_HEAVY,MEDIUM,6344,6344,100000,0,0,203740,6319,-1,2215,3,1,-1,210022,216366,COMPLETED
877,anneal_i12_e44,COMPUTE_HEAVY,MEDIUM,7812,7812,100000,0,0,207218,8400,-1,2198,0,0,-1,215568,223380,COMPLETED
878,anneal_i12_e45,COMPUTE_HEAVY,MEDIUM,3048,3048,100000,0,0,119977,7050,-1,566,6,1,-1,126974,130022,COMPLETED
879,anneal_i12_e46,COMPUTE_HEAVY,MEDIUM,6769,6769,100000,0,0,206979,40,-1,2624,6,0,-1,206979,213748,COMPLETED
880,anneal_i12_e47,COMPUTE_HEAVY,MEDIUM,4288,4288,100000,0,0,190999,2374,-1,10,3,1,-1,193328,197616,COMPLETED
881,anneal_i12_e48,COMPUTE_HEAVY,MEDIUM,4836,4836,100000,0,0,180207,5354,-1,2679,5,2,-1,185522,190358,COMPLETED
882,anneal_i12_e49,COMPUTE_HEAVY,MEDIUM,2603,2603,100000,0,0,195794,5838,-1,2677,3,2,-1,201573,204176,COMPLETED
883,anneal_i12_e50,COMPUTE_HEAVY,MEDIUM,8438,8438,100000,0,0,135386,46,-1,382,4,3,-1,135386,143824,COMPLETED
884,anneal_i12_e51,COMPUTE_HEAVY,MEDIUM,8784,8784,100000,0,0,143188,641,-1,2705,3,3,-1,143779,152563,COMPLETED
885,anneal_i12_e52,COMPUTE_HEAVY,MEDIUM,6676,6676,100000,0,0,193371,3682,-1,2561,6,1,-1,197010,203686,COMPLETED
886,anneal_i12_e53,COMPUTE_HEAVY,MEDIUM,8487,8487,100000,0,0,192064,3903,-1,2519,6,0,-1,195931,204418,COMPLETED
887,anneal_i12_e54,COMPUTE_HEAVY,MEDIUM,1033,1033,100000,0,0,199239,2300,-1,2505,6,3,-1,201489,202522,COMPLETED
888,anneal_i12_e55,COMPUTE_HEAVY,MEDIUM,3815,3815,100000,0,0,112853,6351,-1,6841,0,2,-1,119168,122983,COMPLETED
889,anneal_i12_e56,COMPUTE_HEAVY,MEDIUM,8632,8632,100000,0,0,181627,3942,-1,2214,2,3,-1,185531,194163,COMPLETED
890,anneal_i12_e57,COMPUTE_HEAVY,MEDIUM,6823,6823,100000,0,0,200411,36,-1,2587,4,0,-1,200411,207234,COMPLETED
891,anneal_i12_e58,COMPUTE_HEAVY,MEDIUM,5493,5493,100000,0,0,203864,40,-1,1497,6,2,-1,203864,209357,COMPLETED
892,anneal_i12_e59,COMPUTE_HEAVY,MEDIUM,8132,8132,100000,0,0,206979,40,-1,9,2,2,-1,206979,215111,COMPLETED
893,anneal_i12_e60,COMPUTE_HEAVY,MEDIUM,9040,9040,100000,0,0,90496,3977,-1,11,4,3,-1,94434,103474,COMPLETED
894,anneal_i12_e61,COMPUTE_HEAVY,MEDIUM,3248,3248,100000,0,0,158974,47,-1,1873,4,2,-1,158974,162222,COMPLETED
895,anneal_i12_e62,COMPUTE_HEAVY,MEDIUM,6749,6749,100000,0,0,195777,5879,-1,2707,5,3,-1,201614,208363,COMPLETED
896,anneal_i12_e63,COMPUTE_HEAVY,MEDIUM,2410,2410,100000,0,0,190580,2546,-1,2706,4,3,-1,193091,195501,COMPLETED
897,anneal_i13_e0,COMPUTE_HEAVY,MEDIUM,6733,6733,100000,0,0,157085,9268,-1,2724,1,3,-1,166306,173039,COMPLETED
898,anneal_i13_e1,COMPUTE_HEAVY,MEDIUM,3212,3212,100000,0,0,207282,12183,-1,2565,3,0,-1,219410,222622,COMPLETED
899,anneal_i13_e2,COMPUTE_HEAVY,MEDIUM,5326,5326,100000,0,0,204925,2353,-1,1684,4,0,-1,207234,212560,COMPLETED
900,anneal_i13_e3,COMPUTE_HEAVY,MEDIUM,8798,8798,100000,0,0,214004,11054,-1,2507,1,1,-1,225014,233812,COMPLETED
901,anneal_i13_e4,COMPUTE_HEAVY,MEDIUM,7723,7723,100000,0,0,216412,10808,-1,199,3,2,-1,227174,234897,COMPLETED
902,anneal_i13_e5,COMPUTE_HEAVY,MEDIUM,2252,2252,100000,0,0,178322,50,-1,2216,4,0,-1,178322,180574,COMPLETED
903,anneal_i13_e6,COMPUTE_HEAVY,MEDIUM,6911,6911,100000,0,0,213819,6938,-1,2604,0,1,-1,220709,227620,COMPLETED
904,anneal_i13_e7,COMPUTE_HEAVY,MEDIUM,7274,7274,100000,0,0,218690,11129,-1,1498,0,3,-1,229766,237040,COMPLETED
905,anneal_i13_e8,COMPUTE_HEAVY,MEDIUM,1324,1324,100000,0,0,215619,8005,-1,2625,0,3,-1,223573,224897,COMPLETED
906,anneal_i13_e9,COMPUTE_HEAVY,MEDIUM,7530,7530,100000,0,0,201662,2562,-1,1872,3,2,-1,204176,211706,COMPLETED
907,anneal_i13_e10,COMPUTE_HEAVY,MEDIUM,6304,6304,100000,0,0,124030,38,-1,1876,0,1,-1,124030,130334,COMPLETED
908,anneal_i13_e11,COMPUTE_HEAVY,MEDIUM,2865,2865,100000,0,0,202981,8839,-1,2717,1,1,-1,211779,214644,COMPLETED
909,anneal_i13_e12,COMPUTE_HEAVY,MEDIUM,7576,7576,100000,0,0,204029,8413,-1,2740,3,3,-1,212405,219981,COMPLETED
910,anneal_i13_e13,COMPUTE_HEAVY,MEDIUM,2192,2192,100000,0,0,210681,7881,-1,2562,0,1,-1,218517,220709,COMPLETED
911,anneal_i13_e14,COMPUTE_HEAVY,MEDIUM,5783,5783,100000,0,0,205982,2436,-1,2539,5,3,-1,208363,214146,COMPLETED
912,anneal_i13_e15,COMPUTE_HEAVY,MEDIUM,2787,2787,100000,0,0,103466,5535,-1,1684,4,3,-1,108952,111739,COMPLETED
913,anneal_i13_e16,COMPUTE_HEAVY,MEDIUM,5442,5442,100000,0,0,211161,4421,-1,2507,1,2,-1,215526,220968,COMPLETED
914,anneal_i13_e17,COMPUTE_HEAVY,MEDIUM,3650,3650,100000,0,0,216416,12223,-1,2215,3,3,-1,228589,232239,COMPLETED
915,anneal_i13_e18,COMPUTE_HEAVY,MEDIUM,4522,4522,100000,0,0,223418,38,-1,2197,6,2,-1,223418,227940,COMPLETED
916,anneal_i13_e19,COMPUTE_HEAVY,MEDIUM,3594,3594,100000,0,0,218673,10511,-1,2614,3,0,-1,229148,232742,COMPLETED
917,anneal_i13_e20,COMPUTE_HEAVY,MEDIUM,3781,3781,100000,0,0,156045,7326,-1,1498,0,1,-1,163312,167093,COMPLETED
918,anneal_i13_e21,COMPUTE_HEAVY,MEDIUM,4869,4869,100000,0,0,215609,9329,-1,2653,0,3,-1,224897,229766,COMPLETED
919,anneal_i13_e22,COMPUTE_HEAVY,MEDIUM,4924,4924,100000,0,0,190403,1728,-1,2680,6,1,-1,192086,197010,COMPLETED
920,anneal_i13_e23,COMPUTE_HEAVY,MEDIUM,7664,7664,100000,0,0,208414,1652,-1,2678,4,3,-1,210015,217679,COMPLETED
921,anneal_i13_e24,COMPUTE_HEAVY,MEDIUM,3352,3352,100000,0,0,195544,2720,-1,2726,3,2,-1,198221,201573,COMPLETED
922,anneal_i13_e25,COMPUTE_HEAVY,MEDIUM,5315,5315,100000,0,0,122122,4853,-1,1321,5,2,-1,126935,132250,COMPLETED
923,anneal_i13_e26,COMPUTE_HEAVY,MEDIUM,3198,3198,100000,0,0,210672,9739,-1,6910,0,3,-1,220375,223573,COMPLETED
924,anneal_i13_e27,COMPUTE_HEAVY,MEDIUM,8537,8537,100000,0,0,205984,12710,-1,759,3,2,-1,218637,227174,COMPLETED
925,anneal_i13_e28,COMPUTE_HEAVY,MEDIUM,7488,7488,100000,0,0,214008,48,-1,2505,6,2,-1,214008,221496,COMPLETED
926,anneal_i13_e29,COMPUTE_HEAVY,MEDIUM,7058,7058,100000,0,0,215813,517,-1,2508,2,0,-1,216286,223344,COMPLETED
927,anneal_i13_e30,COMPUTE_HEAVY,MEDIUM,8817,8817,100000,0,0,139008,51,-1,1131,4,1,-1,139008,147825,COMPLETED
928,anneal_i13_e31,COMPUTE_HEAVY,MEDIUM,5756,5756,100000,0,0,223436,13348,-1,2198,0,1,-1,236728,242484,COMPLETED
929,anneal_i13_e32,COMPUTE_HEAVY,MEDIUM,5417,5417,100000,0,0,213807,1354,-1,2613,2,2,-1,215111,220528,COMPLETED
930,anneal_i13_e33,COMPUTE_HEAVY,MEDIUM,5451,5451,100000,0,0,216782,3929,-1,2637,5,3,-1,220668,226119,COMPLETED
931,anneal_i13_e34,COMPUTE_HEAVY,MEDIUM,2118,2118,100000,0,0,201667,4133,-1,10,3,0,-1,205747,207865,COMPLETED
932,anneal_i13_e35,COMPUTE_HEAVY,MEDIUM,3732,3732,100000,0,0,154170,5609,-1,947,2,2,-1,159742,163474,COMPLETED
933,anneal_i13_e36,COMPUTE_HEAVY,MEDIUM,9311,9311,100000,0,0,204214,1214,-1,2678,4,1,-1,205390,214701,COMPLETED
934,anneal_i13_e37,COMPUTE_HEAVY,MEDIUM,6844,6844,100000,0,0,195546,5873,-1,383,5,2,-1,201374,208218,COMPLETED
935,anneal_i13_e38,COMPUTE_HEAVY,MEDIUM,9317,9317,100000,0,0,209712,38,-1,2753,2,3,-1,209712,219029,COMPLETED
936,anneal_i13_e39,COMPUTE_HEAVY,MEDIUM,7902,7902,100000,0,0,207284,6733,-1,2539,5,1,-1,213960,221862,COMPLETED
937,anneal_i13_e40,COMPUTE_HEAVY,MEDIUM,4309,4309,100000,0,0,126910,7971,-1,759,3,1,-1,134829,139138,COMPLETED
938,anneal_i13_e41,COMPUTE_HEAVY,MEDIUM,7810,7810,100000,0,0,207955,5742,-1,2505,6,1,-1,213649,221459,COMPLETED
939,anneal_i13_e42,COMPUTE_HEAVY,MEDIUM,3203,3203,100000,0,0,215821,10176,-1,199,3,0,-1,225945,229148,COMPLETED
940,anneal_i13_e43,COMPUTE_HEAVY,MEDIUM,9866,9866,100000,0,0,216420,298,-1,2197,6,3,-1,216664,226530,COMPLETED
941,anneal_i13_e44,COMPUTE_HEAVY,MEDIUM,3588,3588,100000,0,0,223423,1726,-1,2587,4,0,-1,225106,228694,COMPLETED
942,anneal_i13_e45,COMPUTE_HEAVY,MEDIUM,1880,1880,100000,0,0,130060,1336,-1,567,0,3,-1,131358,133238,COMPLETED
943,anneal_i13_e46,COMPUTE_HEAVY,MEDIUM,1512,1512,100000,0,0,215152,41,-1,2624,6,3,-1,215152,216664,COMPLETED
944,anneal_i13_e47,COMPUTE_HEAVY,MEDIUM,3737,3737,100000,0,0,201653,39,-1,11,4,1,-1,201653,205390,COMPLETED
945,anneal_i13_e48,COMPUTE_HEAVY,MEDIUM,2795,2795,100000,0,0,202173,5093,-1,2691,3,1,-1,207227,210022,COMPLETED
946,anneal_i13_e49,COMPUTE_HEAVY,MEDIUM,6522,6522,100000,0,0,208419,5783,-1,2707,5,3,-1,214146,220668,COMPLETED
947,anneal_i13_e50,COMPUTE_HEAVY,MEDIUM,3154,3154,100000,0,0,143881,15103,-1,383,5,3,-1,158927,162081,COMPLETED
948,anneal_i13_e51,COMPUTE_HEAVY,MEDIUM,6112,6112,100000,0,0,157087,13547,-1,2752,1,2,-1,170585,176697,COMPLETED
949,anneal_i13_e52,COMPUTE_HEAVY,MEDIUM,3572,3572,100000,0,0,207274,6981,-1,2563,1,0,-1,214208,217780,COMPLETED
